year,country,Type,Co2 Emission
1899,Europe,Other Industries,0.0
1899,Europe (excl. EU-27),Coal,456.688
1899,Europe (excl. EU-27),Gas,0.0
1899,Europe (excl. EU-27),Oil,23.29
1899,Europe (excl. EU-27),Other Industries,0.0
1899,Europe (excl. EU-28),Coal,45.012
1899,Europe (excl. EU-28),Gas,0.0
1899,Europe (excl. EU-28),Oil,20.414
1899,Europe (excl. EU-28),Other Industries,0.0
1899,Finland,Coal,0.674
1899,Finland,Gas,0.0
1899,Finland,Oil,0.062
1899,Finland,Other Industries,0.0
1899,France,Coal,119.472
1899,France,Gas,0.0
1899,France,Oil,0.828
1899,France,Other Industries,0.0
1899,Georgia,Coal,0.14
1899,Georgia,Gas,0.0
1899,Georgia,Oil,0.37
1899,Georgia,Other Industries,0.0
1899,Germany,Coal,300.408
1899,Germany,Gas,0.0
1899,Germany,Oil,2.876
1899,Germany,Other Industries,0.0
1899,Greece,Coal,0.242
1899,Greece,Gas,0.0
1899,Greece,Oil,0.0
1899,Greece,Other Industries,0.0
1899,Hungary,Coal,8.266
1899,Hungary,Gas,0.0
1899,Hungary,Oil,0.007
1899,Hungary,Other Industries,0.0
1899,India,Coal,8.888
1899,India,Gas,0.0
1899,India,Oil,1.183
1899,India,Other Industries,0.0
1899,Indonesia,Coal,0.495
1899,Indonesia,Gas,0.0
1899,Indonesia,Oil,0.63
1899,Indonesia,Other Industries,0.0
1899,Ireland,Coal,0.0
1899,Ireland,Gas,0.0
1899,Ireland,Oil,0.0
1899,Ireland,Other Industries,0.0
1899,Italy,Coal,13.322
1899,Italy,Gas,0.0
1899,Italy,Oil,0.267
1899,Italy,Other Industries,0.0
1899,Japan,Coal,16.576
1899,Japan,Gas,0.0
1899,Japan,Oil,0.696
1899,Japan,Other Industries,0.0
1899,Kazakhstan,Coal,3.458
1899,Kazakhstan,Gas,0.0
1899,Kazakhstan,Oil,0.756
1899,Kazakhstan,Other Industries,0.0
1899,Kyrgyzstan,Coal,0.26
1899,Kyrgyzstan,Gas,0.0
1899,Kyrgyzstan,Oil,0.129
1899,Kyrgyzstan,Other Industries,0.0
1899,Latvia,Coal,0.102
1899,Latvia,Gas,0.0
1899,Latvia,Oil,0.207
1899,Latvia,Other Industries,0.0
1899,Lithuania,Coal,0.126
1899,Lithuania,Gas,0.0
1899,Lithuania,Oil,0.45
1899,Lithuania,Other Industries,0.0
1899,Malaysia,Coal,0.121
1899,Malaysia,Gas,0.0
1899,Malaysia,Oil,0.0
1899,Malaysia,Other Industries,0.0
1899,Mexico,Coal,0.755
1899,Mexico,Gas,0.0
1899,Mexico,Oil,0.0
1899,Mexico,Other Industries,0.0
1899,Moldova,Coal,0.249
1899,Moldova,Gas,0.0
1899,Moldova,Oil,0.253
1899,Moldova,Other Industries,0.0
1899,Montenegro,Coal,0.009
1899,Montenegro,Gas,0.0
1899,Montenegro,Oil,0.0
1899,Montenegro,Other Industries,0.0
1899,Netherlands,Coal,12.78
1899,Netherlands,Gas,0.0
1899,Netherlands,Oil,0.498
1899,Netherlands,Other Industries,0.0
1899,New Zealand,Coal,2.176
1899,New Zealand,Gas,0.0
1899,New Zealand,Oil,0.0
1899,New Zealand,Other Industries,0.0
1899,North America,Coal,612.042
1899,North America,Gas,10.904
1899,North America,Oil,22.512
1899,North America,Other Industries,0.0
1899,North America (excl. USA),Coal,19.591
1899,North America (excl. USA),Gas,0.0
1899,North America (excl. USA),Oil,0.333
1899,North America (excl. USA),Other Industries,0.0
1899,North Macedonia,Coal,0.065
1899,North Macedonia,Gas,0.0
1899,North Macedonia,Oil,0.0
1899,North Macedonia,Other Industries,0.0
1899,Norway,Coal,3.92
1899,Norway,Gas,0.0
1899,Norway,Oil,0.128
1899,Norway,Other Industries,0.0
1899,Oceania,Coal,7.841
1899,Oceania,Gas,0.0
1899,Oceania,Oil,0.121
1899,Oceania,Other Industries,0.0
1899,Peru,Coal,0.077
1899,Peru,Gas,0.0
1899,Peru,Oil,0.084
1899,Peru,Other Industries,0.0
1899,Poland,Coal,60.936
1899,Poland,Gas,0.0
1899,Poland,Oil,0.982
1899,Poland,Other Industries,0.0
1899,Portugal,Coal,2.096
1899,Portugal,Gas,0.0
1899,Portugal,Oil,0.048
1899,Portugal,Other Industries,0.0
1899,Romania,Coal,0.918
1899,Romania,Gas,0.0
1899,Romania,Oil,0.694
1899,Romania,Other Industries,0.0
1899,Russia,Coal,25.638
1899,Russia,Gas,0.0
1899,Russia,Oil,15.029
1899,Russia,Other Industries,0.0
1899,Serbia,Coal,0.258
1899,Serbia,Gas,0.0
1899,Serbia,Oil,0.0
1899,Serbia,Other Industries,0.0
1899,Slovakia,Coal,10.865
1899,Slovakia,Gas,0.0
1899,Slovakia,Oil,0.0
1899,Slovakia,Other Industries,0.0
1899,Slovenia,Coal,0.073
1899,Slovenia,Gas,0.0
1899,Slovenia,Oil,0.0
1899,Slovenia,Other Industries,0.0
1899,South Africa,Coal,5.518
1899,South Africa,Gas,0.0
1899,South Africa,Oil,0.0
1899,South Africa,Other Industries,0.0
1899,South America,Coal,3.631
1899,South America,Gas,0.0
1899,South America,Oil,0.084
1899,South America,Other Industries,0.0
1899,Spain,Coal,10.552
1899,Spain,Gas,0.0
1899,Spain,Oil,0.073
1899,Spain,Other Industries,0.0
1899,Sweden,Coal,8.907
1899,Sweden,Gas,0.0
1899,Sweden,Oil,0.227
1899,Sweden,Other Industries,0.0
1899,Switzerland,Coal,4.91
1899,Switzerland,Gas,0.0
1899,Switzerland,Oil,0.213
1899,Switzerland,Other Industries,0.0
1899,Taiwan,Coal,0.081
1899,Taiwan,Gas,0.0
1899,Taiwan,Oil,0.0
1899,Taiwan,Other Industries,0.0
1899,Tajikistan,Coal,0.085
1899,Tajikistan,Gas,0.0
1899,Tajikistan,Oil,0.102
1899,Tajikistan,Other Industries,0.0
1899,Turkey,Coal,0.671
1899,Turkey,Gas,0.0
1899,Turkey,Oil,0.0
1899,Turkey,Other Industries,0.0
1899,Turkmenistan,Coal,0.088
1899,Turkmenistan,Gas,0.0
1899,Turkmenistan,Oil,0.672
1899,Turkmenistan,Other Industries,0.0
1899,Ukraine,Coal,9.439
1899,Ukraine,Gas,0.0
1899,Ukraine,Oil,2.822
1899,Ukraine,Other Industries,0.0
1899,United Kingdom,Coal,411.676
1899,United Kingdom,Gas,0.0
1899,United Kingdom,Oil,2.876
1899,United Kingdom,Other Industries,0.0
1899,United States,Coal,592.45
1899,United States,Gas,10.904
1899,United States,Oil,22.178
1899,United States,Other Industries,0.0
1899,Uzbekistan,Coal,0.9
1899,Uzbekistan,Gas,0.0
1899,Uzbekistan,Oil,1.141
1899,Uzbekistan,Other Industries,0.0
1899,Vietnam,Coal,0.733
1899,Vietnam,Gas,0.0
1899,Vietnam,Oil,0.0
1899,Vietnam,Other Industries,0.0
1899,World,Coal,1779.779
1899,World,Gas,10.904
1899,World,Oil,60.226
1899,World,Other Industries,0.0
1900,Africa,Coal,2.33
1900,Africa,Gas,0.0
1900,Africa,Oil,0.0
1900,Africa,Other Industries,0.0
1900,Argentina,Coal,2.07
1900,Argentina,Gas,0.0
1900,Argentina,Oil,0.0
1900,Argentina,Other Industries,0.0
1900,Armenia,Coal,0.05
1900,Armenia,Gas,0.0
1900,Armenia,Oil,0.329
1900,Armenia,Other Industries,0.0
1900,Asia,Coal,36.946
1900,Asia,Gas,0.0
1900,Asia,Oil,7.983
1900,Asia,Other Industries,0.0
1900,Asia (excl. China & India),Coal,26.271
1900,Asia (excl. China & India),Gas,0.0
1900,Asia (excl. China & India),Oil,6.708
1900,Asia (excl. China & India),Other Industries,0.0
1900,Australia,Coal,10.047
1900,Australia,Gas,0.0
1900,Australia,Oil,0.121
1900,Australia,Other Industries,0.0
1900,Austria,Coal,27.696
1900,Austria,Gas,0.0
1900,Austria,Oil,0.0
1900,Austria,Other Industries,0.0
1900,Azerbaijan,Coal,0.026
1900,Azerbaijan,Gas,0.0
1900,Azerbaijan,Oil,1.059
1900,Azerbaijan,Other Industries,0.0
1900,Belarus,Coal,0.364
1900,Belarus,Gas,0.0
1900,Belarus,Oil,2.01
1900,Belarus,Other Industries,0.0
1900,Belgium,Coal,49.666
1900,Belgium,Gas,0.0
1900,Belgium,Oil,0.0
1900,Belgium,Other Industries,0.0
1900,Bosnia and Herzegovina,Coal,0.12
1900,Bosnia and Herzegovina,Gas,0.0
1900,Bosnia and Herzegovina,Oil,0.0
1900,Bosnia and Herzegovina,Other Industries,0.0
1900,Bulgaria,Coal,0.216
1900,Bulgaria,Gas,0.0
1900,Bulgaria,Oil,0.0
1900,Bulgaria,Other Industries,0.0
1900,Canada,Coal,20.251
1900,Canada,Gas,0.0
1900,Canada,Oil,0.377
1900,Canada,Other Industries,0.0
1900,Chile,Coal,0.85
1900,Chile,Gas,0.0
1900,Chile,Oil,0.0
1900,Chile,Other Industries,0.0
1900,China,Coal,0.0
1900,China,Gas,0.0
1900,China,Oil,0.0
1900,China,Other Industries,0.0
1900,Croatia,Coal,0.131
1900,Croatia,Gas,0.0
1900,Croatia,Oil,0.0
1900,Croatia,Other Industries,0.0
1900,Czechia,Coal,33.779
1900,Czechia,Gas,0.0
1900,Czechia,Oil,0.0
1900,Czechia,Other Industries,0.0
1900,Denmark,Coal,5.148
1900,Denmark,Gas,0.0
1900,Denmark,Oil,0.0
1900,Denmark,Other Industries,0.0
1900,EU-27,Coal,704.047
1900,EU-27,Gas,0.0
1900,EU-27,Oil,7.743
1900,EU-27,Other Industries,0.0
1900,EU-28,Coal,1120.732
1900,EU-28,Gas,0.0
1900,EU-28,Oil,10.799
1900,EU-28,Other Industries,0.0
1900,Estonia,Coal,0.563
1900,Estonia,Gas,0.0
1900,Estonia,Oil,0.12
1900,Estonia,Other Industries,0.0
1900,Europe,Coal,1170.548
1900,Europe,Gas,0.0
1900,Europe,Oil,34.282
1900,Europe,Other Industries,0.0
1900,Europe (excl. EU-27),Coal,466.613
1900,Europe (excl. EU-27),Gas,0.0
1900,Europe (excl. EU-27),Oil,26.777
1900,Europe (excl. EU-27),Other Industries,0.0
1900,Europe (excl. EU-28),Coal,49.928
1900,Europe (excl. EU-28),Gas,0.0
1900,Europe (excl. EU-28),Oil,23.721
1900,Europe (excl. EU-28),Other Industries,0.0
1900,Finland,Coal,0.542
1900,Finland,Gas,0.0
1900,Finland,Oil,0.059
1900,Finland,Other Industries,0.0
1900,France,Coal,128.54
1900,France,Gas,0.0
1900,France,Oil,0.736
1900,France,Other Industries,0.0
1900,Georgia,Coal,0.153
1900,Georgia,Gas,0.0
1900,Georgia,Oil,0.425
1900,Georgia,Other Industries,0.0
1900,Germany,Coal,323.729
1900,Germany,Gas,0.0
1900,Germany,Oil,3.03
1900,Germany,Other Industries,0.0
1900,Greece,Coal,0.418
1900,Greece,Gas,0.0
1900,Greece,Oil,0.0
1900,Greece,Other Industries,0.0
1900,Hungary,Coal,9.578
1900,Hungary,Gas,0.0
1900,Hungary,Oil,0.007
1900,Hungary,Other Industries,0.0
1900,India,Coal,10.675
1900,India,Gas,0.0
1900,India,Oil,1.275
1900,India,Other Industries,0.0
1900,Indonesia,Coal,0.539
1900,Indonesia,Gas,0.0
1900,Indonesia,Oil,0.671
1900,Indonesia,Other Industries,0.0
1900,Ireland,Coal,0.0
1900,Ireland,Gas,0.0
1900,Ireland,Oil,0.0
1900,Ireland,Other Industries,0.0
1900,Italy,Coal,13.637
1900,Italy,Gas,0.0
1900,Italy,Oil,0.271
1900,Italy,Other Industries,0.0
1900,Japan,Coal,18.43
1900,Japan,Gas,0.0
1900,Japan,Oil,0.982
1900,Japan,Other Industries,0.0
1900,Kazakhstan,Coal,3.884
1900,Kazakhstan,Gas,0.0
1900,Kazakhstan,Oil,0.89
1900,Kazakhstan,Other Industries,0.0
1900,Kyrgyzstan,Coal,0.289
1900,Kyrgyzstan,Gas,0.0
1900,Kyrgyzstan,Oil,0.15
1900,Kyrgyzstan,Other Industries,0.0
1900,Latvia,Coal,0.112
1900,Latvia,Gas,0.0
1900,Latvia,Oil,0.239
1900,Latvia,Other Industries,0.0
1900,Lithuania,Coal,0.138
1900,Lithuania,Gas,0.0
1900,Lithuania,Oil,0.515
1900,Lithuania,Other Industries,0.0
1900,Malaysia,Coal,0.059
1900,Malaysia,Gas,0.0
1900,Malaysia,Oil,0.0
1900,Malaysia,Other Industries,0.0
1900,Mexico,Coal,1.0
1900,Mexico,Gas,0.0
1900,Mexico,Oil,0.0
1900,Mexico,Other Industries,0.0
1900,Moldova,Coal,0.275
1900,Moldova,Gas,0.0
1900,Moldova,Oil,0.293
1900,Moldova,Other Industries,0.0
1900,Montenegro,Coal,0.012
1900,Montenegro,Gas,0.0
1900,Montenegro,Oil,0.0
1900,Montenegro,Other Industries,0.0
1900,Netherlands,Coal,14.117
1900,Netherlands,Gas,0.0
1900,Netherlands,Oil,0.517
1900,Netherlands,Other Industries,0.0
1900,New Zealand,Coal,2.44
1900,New Zealand,Gas,0.0
1900,New Zealand,Oil,0.0
1900,New Zealand,Other Industries,0.0
1900,North America,Coal,647.795
1900,North America,Gas,11.542
1900,North America,Oil,25.029
1900,North America,Other Industries,1.386
1900,North America (excl. USA),Coal,21.251
1900,North America (excl. USA),Gas,0.0
1900,North America (excl. USA),Oil,0.377
1900,North America (excl. USA),Other Industries,0.0
1900,North Macedonia,Coal,0.088
1900,North Macedonia,Gas,0.0
1900,North Macedonia,Oil,0.0
1900,North Macedonia,Other Industries,0.0
1900,Norway,Coal,4.034
1900,Norway,Gas,0.0
1900,Norway,Oil,0.121
1900,Norway,Other Industries,0.0
1900,Oceania,Coal,12.487
1900,Oceania,Gas,0.0
1900,Oceania,Oil,0.121
1900,Oceania,Other Industries,0.0
1900,Peru,Coal,0.128
1900,Peru,Gas,0.0
1900,Peru,Oil,0.117
1900,Peru,Other Industries,0.0
1900,Poland,Coal,62.24
1900,Poland,Gas,0.0
1900,Poland,Oil,1.066
1900,Poland,Other Industries,0.0
1900,Portugal,Coal,2.422
1900,Portugal,Gas,0.0
1900,Portugal,Oil,0.044
1900,Portugal,Other Industries,0.0
1900,Romania,Coal,0.476
1900,Romania,Gas,0.0
1900,Romania,Oil,0.762
1900,Romania,Other Industries,0.0
1900,Russia,Coal,28.539
1900,Russia,Gas,0.0
1900,Russia,Oil,17.529
1900,Russia,Other Industries,0.0
1900,Serbia,Coal,0.349
1900,Serbia,Gas,0.0
1900,Serbia,Oil,0.0
1900,Serbia,Other Industries,0.0
1900,Slovakia,Coal,10.786
1900,Slovakia,Gas,0.0
1900,Slovakia,Oil,0.0
1900,Slovakia,Other Industries,0.0
1900,Slovenia,Coal,0.099
1900,Slovenia,Gas,0.0
1900,Slovenia,Oil,0.0
1900,Slovenia,Other Industries,0.0
1900,South Africa,Coal,2.33
1900,South Africa,Gas,0.0
1900,South Africa,Oil,0.0
1900,South Africa,Other Industries,0.0
1900,South America,Coal,3.048
1900,South America,Gas,0.0
1900,South America,Oil,0.117
1900,South America,Other Industries,0.0
1900,Spain,Coal,11.087
1900,Spain,Gas,0.0
1900,Spain,Oil,0.132
1900,Spain,Other Industries,0.0
1900,Sweden,Coal,8.926
1900,Sweden,Gas,0.0
1900,Sweden,Oil,0.245
1900,Sweden,Other Industries,0.0
1900,Switzerland,Coal,5.459
1900,Switzerland,Gas,0.0
1900,Switzerland,Oil,0.216
1900,Switzerland,Other Industries,0.0
1900,Taiwan,Coal,0.11
1900,Taiwan,Gas,0.0
1900,Taiwan,Oil,0.0
1900,Taiwan,Other Industries,0.0
1900,Tajikistan,Coal,0.094
1900,Tajikistan,Gas,0.0
1900,Tajikistan,Oil,0.118
1900,Tajikistan,Other Industries,0.0
1900,Turkey,Coal,1.037
1900,Turkey,Gas,0.0
1900,Turkey,Oil,0.0
1900,Turkey,Other Industries,0.0
1900,Turkmenistan,Coal,0.096
1900,Turkmenistan,Gas,0.0
1900,Turkmenistan,Oil,0.765
1900,Turkmenistan,Other Industries,0.0
1900,Ukraine,Coal,10.577
1900,Ukraine,Gas,0.0
1900,Ukraine,Oil,3.313
1900,Ukraine,Other Industries,0.0
1900,United Kingdom,Coal,416.685
1900,United Kingdom,Gas,0.0
1900,United Kingdom,Oil,3.056
1900,United Kingdom,Other Industries,0.0
1900,United States,Coal,626.544
1900,United States,Gas,11.542
1900,United States,Oil,24.651
1900,United States,Other Industries,1.386
1900,Uzbekistan,Coal,0.993
1900,Uzbekistan,Gas,0.0
1900,Uzbekistan,Oil,1.319
1900,Uzbekistan,Other Industries,0.0
1900,Vietnam,Coal,0.513
1900,Vietnam,Gas,0.0
1900,Vietnam,Oil,0.0
1900,Vietnam,Other Industries,0.0
1900,World,Coal,1873.155
1900,World,Gas,11.542
1900,World,Oil,67.532
1900,World,Other Industries,1.386
1901,Africa,Coal,3.909
1901,Africa,Gas,0.0
1901,Africa,Oil,0.0
1901,Africa,Other Industries,0.0
1901,Argentina,Coal,2.492
1901,Argentina,Gas,0.0
1901,Argentina,Oil,0.0
1901,Argentina,Other Industries,0.0
1901,Armenia,Coal,0.045
1901,Armenia,Gas,0.0
1901,Armenia,Oil,0.344
1901,Armenia,Other Industries,0.0
1901,Asia,Coal,41.454
1901,Asia,Gas,0.0
1901,Asia,Oil,9.861
1901,Asia,Other Industries,0.0
1901,Asia (excl. China & India),Coal,29.88
1901,Asia (excl. China & India),Gas,0.0
1901,Asia (excl. China & India),Oil,8.235
1901,Asia (excl. China & India),Other Industries,0.0
1901,Australia,Coal,11.205
1901,Australia,Gas,0.0
1901,Australia,Oil,0.234
1901,Australia,Other Industries,0.0
1901,Austria,Coal,28.352
1901,Austria,Gas,0.0
1901,Austria,Oil,0.0
1901,Austria,Other Industries,0.0
1901,Azerbaijan,Coal,0.023
1901,Azerbaijan,Gas,0.0
1901,Azerbaijan,Oil,1.091
1901,Azerbaijan,Other Industries,0.0
1901,Belarus,Coal,0.329
1901,Belarus,Gas,0.0
1901,Belarus,Oil,2.108
1901,Belarus,Other Industries,0.0
1901,Belgium,Coal,46.709
1901,Belgium,Gas,0.0
1901,Belgium,Oil,0.0
1901,Belgium,Other Industries,0.0
1901,Bosnia and Herzegovina,Coal,0.131
1901,Bosnia and Herzegovina,Gas,0.0
1901,Bosnia and Herzegovina,Oil,0.0
1901,Bosnia and Herzegovina,Other Industries,0.0
1901,Brazil,Coal,2.103
1901,Brazil,Gas,0.0
1901,Brazil,Oil,0.0
1901,Brazil,Other Industries,0.0
1901,Bulgaria,Coal,0.271
1901,Bulgaria,Gas,0.0
1901,Bulgaria,Oil,0.0
1901,Bulgaria,Other Industries,0.0
1901,Canada,Coal,23.53
1901,Canada,Gas,0.0
1901,Canada,Oil,0.315
1901,Canada,Other Industries,0.0
1901,Chile,Coal,1.568
1901,Chile,Gas,0.0
1901,Chile,Oil,0.0
1901,Chile,Other Industries,0.0
1901,China,Coal,0.0
1901,China,Gas,0.0
1901,China,Oil,0.0
1901,China,Other Industries,0.0
1901,Croatia,Coal,0.143
1901,Croatia,Gas,0.0
1901,Croatia,Oil,0.0
1901,Croatia,Other Industries,0.0
1901,Czechia,Coal,35.296
1901,Czechia,Gas,0.0
1901,Czechia,Oil,0.0
1901,Czechia,Other Industries,0.0
1901,Denmark,Coal,5.36
1901,Denmark,Gas,0.0
1901,Denmark,Oil,0.0
1901,Denmark,Other Industries,0.0
1901,EU-27,Coal,701.261
1901,EU-27,Gas,0.0
1901,EU-27,Oil,8.038
1901,EU-27,Other Industries,0.0
1901,EU-28,Coal,1108.921
1901,EU-28,Gas,0.0
1901,EU-28,Oil,11.079
1901,EU-28,Other Industries,0.0
1901,Estonia,Coal,0.563
1901,Estonia,Gas,0.0
1901,Estonia,Oil,0.138
1901,Estonia,Other Industries,0.0
1901,Europe,Coal,1156.953
1901,Europe,Gas,0.0
1901,Europe,Oil,37.323
1901,Europe,Other Industries,0.0
1901,Europe (excl. EU-27),Coal,455.796
1901,Europe (excl. EU-27),Gas,0.0
1901,Europe (excl. EU-27),Oil,29.541
1901,Europe (excl. EU-27),Other Industries,0.0
1901,Europe (excl. EU-28),Coal,48.135
1901,Europe (excl. EU-28),Gas,0.0
1901,Europe (excl. EU-28),Oil,26.5
1901,Europe (excl. EU-28),Other Industries,0.0
1901,Finland,Coal,0.355
1901,Finland,Gas,0.0
1901,Finland,Oil,0.066
1901,Finland,Other Industries,0.0
1901,France,Coal,124.298
1901,France,Gas,0.0
1901,France,Oil,0.707
1901,France,Other Industries,0.0
1901,Georgia,Coal,0.141
1901,Georgia,Gas,0.0
1901,Georgia,Oil,0.452
1901,Georgia,Other Industries,0.0
1901,Germany,Coal,322.579
1901,Germany,Gas,0.0
1901,Germany,Oil,2.979
1901,Germany,Other Industries,0.0
1901,Greece,Coal,0.418
1901,Greece,Gas,0.0
1901,Greece,Oil,0.0
1901,Greece,Other Industries,0.0
1901,Hungary,Coal,9.607
1901,Hungary,Gas,0.0
1901,Hungary,Oil,0.011
1901,Hungary,Other Industries,0.0
1901,India,Coal,11.575
1901,India,Gas,0.0
1901,India,Oil,1.627
1901,India,Other Industries,0.0
1901,Indonesia,Coal,0.542
1901,Indonesia,Gas,0.0
1901,Indonesia,Oil,1.7
1901,Indonesia,Other Industries,0.0
1901,Ireland,Coal,0.0
1901,Ireland,Gas,0.0
1901,Ireland,Oil,0.0
1901,Ireland,Other Industries,0.0
1901,Italy,Coal,13.304
1901,Italy,Gas,0.0
1901,Italy,Oil,0.216
1901,Italy,Other Industries,0.0
1901,Japan,Coal,22.189
1901,Japan,Gas,0.0
1901,Japan,Oil,1.085
1901,Japan,Other Industries,0.0
1901,Kazakhstan,Coal,3.873
1901,Kazakhstan,Gas,0.0
1901,Kazakhstan,Oil,1.028
1901,Kazakhstan,Other Industries,0.0
1901,Kyrgyzstan,Coal,0.282
1901,Kyrgyzstan,Gas,0.0
1901,Kyrgyzstan,Oil,0.169
1901,Kyrgyzstan,Other Industries,0.0
1901,Latvia,Coal,0.103
1901,Latvia,Gas,0.0
1901,Latvia,Oil,0.256
1901,Latvia,Other Industries,0.0
1901,Lithuania,Coal,0.126
1901,Lithuania,Gas,0.0
1901,Lithuania,Oil,0.544
1901,Lithuania,Other Industries,0.0
1901,Malaysia,Coal,0.048
1901,Malaysia,Gas,0.0
1901,Malaysia,Oil,0.0
1901,Malaysia,Other Industries,0.0
1901,Mexico,Coal,1.304
1901,Mexico,Gas,0.0
1901,Mexico,Oil,0.007
1901,Mexico,Other Industries,0.0
1901,Moldova,Coal,0.261
1901,Moldova,Gas,0.0
1901,Moldova,Oil,0.322
1901,Moldova,Other Industries,0.0
1901,Montenegro,Coal,0.013
1901,Montenegro,Gas,0.0
1901,Montenegro,Oil,0.0
1901,Montenegro,Other Industries,0.0
1901,Netherlands,Coal,13.758
1901,Netherlands,Gas,0.0
1901,Netherlands,Oil,0.553
1901,Netherlands,Other Industries,0.0
1901,New Zealand,Coal,2.741
1901,New Zealand,Gas,0.0
1901,New Zealand,Oil,0.0
1901,New Zealand,Other Industries,0.0
1901,North America,Coal,706.375
1901,North America,Gas,12.861
1901,North America,Oil,27.447
1901,North America,Other Industries,1.656
1901,North America (excl. USA),Coal,24.835
1901,North America (excl. USA),Gas,0.0
1901,North America (excl. USA),Oil,0.322
1901,North America (excl. USA),Other Industries,0.0
1901,North Macedonia,Coal,0.096
1901,North Macedonia,Gas,0.0
1901,North Macedonia,Oil,0.0
1901,North Macedonia,Other Industries,0.0
1901,Norway,Coal,3.752
1901,Norway,Gas,0.0
1901,Norway,Oil,0.143
1901,Norway,Other Industries,0.0
1901,Oceania,Coal,13.945
1901,Oceania,Gas,0.0
1901,Oceania,Oil,0.234
1901,Oceania,Other Industries,0.0
1901,Peru,Coal,0.119
1901,Peru,Gas,0.0
1901,Peru,Oil,0.119
1901,Peru,Other Industries,0.0
1901,Poland,Coal,65.655
1901,Poland,Gas,0.0
1901,Poland,Oil,1.242
1901,Poland,Other Industries,0.0
1901,Portugal,Coal,2.327
1901,Portugal,Gas,0.0
1901,Portugal,Oil,0.062
1901,Portugal,Other Industries,0.0
1901,Romania,Coal,0.68
1901,Romania,Gas,0.0
1901,Romania,Oil,0.914
1901,Romania,Other Industries,0.0
1901,Russia,Coal,27.64
1901,Russia,Gas,0.0
1901,Russia,Oil,19.655
1901,Russia,Other Industries,0.0
1901,Serbia,Coal,0.381
1901,Serbia,Gas,0.0
1901,Serbia,Oil,0.0
1901,Serbia,Other Industries,0.0
1901,Slovakia,Coal,11.27
1901,Slovakia,Gas,0.0
1901,Slovakia,Oil,0.0
1901,Slovakia,Other Industries,0.0
1901,Slovenia,Coal,0.109
1901,Slovenia,Gas,0.0
1901,Slovenia,Oil,0.0
1901,Slovenia,Other Industries,0.0
1901,South Africa,Coal,3.909
1901,South Africa,Gas,0.0
1901,South Africa,Oil,0.0
1901,South Africa,Other Industries,0.0
1901,South America,Coal,6.282
1901,South America,Gas,0.0
1901,South America,Oil,0.119
1901,South America,Other Industries,0.0
1901,Spain,Coal,11.695
1901,Spain,Gas,0.0
1901,Spain,Oil,0.11
1901,Spain,Other Industries,0.0
1901,Sweden,Coal,8.284
1901,Sweden,Gas,0.0
1901,Sweden,Oil,0.238
1901,Sweden,Other Industries,0.0
1901,Switzerland,Coal,4.965
1901,Switzerland,Gas,0.0
1901,Switzerland,Oil,0.22
1901,Switzerland,Other Industries,0.0
1901,Taiwan,Coal,0.176
1901,Taiwan,Gas,0.0
1901,Taiwan,Oil,0.0
1901,Taiwan,Other Industries,0.0
1901,Tajikistan,Coal,0.088
1901,Tajikistan,Gas,0.0
1901,Tajikistan,Oil,0.129
1901,Tajikistan,Other Industries,0.0
1901,Turkey,Coal,0.949
1901,Turkey,Gas,0.0
1901,Turkey,Oil,0.0
1901,Turkey,Other Industries,0.0
1901,Turkmenistan,Coal,0.086
1901,Turkmenistan,Gas,0.0
1901,Turkmenistan,Oil,0.798
1901,Turkmenistan,Other Industries,0.0
1901,Ukraine,Coal,10.465
1901,Ukraine,Gas,0.0
1901,Ukraine,Oil,3.795
1901,Ukraine,Other Industries,0.0
1901,United Kingdom,Coal,407.66
1901,United Kingdom,Gas,0.0
1901,United Kingdom,Oil,3.041
1901,United Kingdom,Other Industries,0.0
1901,United States,Coal,681.541
1901,United States,Gas,12.861
1901,United States,Oil,27.125
1901,United States,Other Industries,1.656
1901,Uzbekistan,Coal,0.935
1901,Uzbekistan,Gas,0.0
1901,Uzbekistan,Oil,1.439
1901,Uzbekistan,Other Industries,0.0
1901,Vietnam,Coal,0.502
1901,Vietnam,Gas,0.0
1901,Vietnam,Oil,0.0
1901,Vietnam,Other Industries,0.0
1901,World,Coal,1928.919
1901,World,Gas,12.861
1901,World,Oil,74.985
1901,World,Other Industries,1.656
1902,Africa,Coal,5.826
1902,Africa,Gas,0.0
1902,Africa,Oil,0.0
1902,Africa,Other Industries,0.0
1902,Argentina,Coal,2.814
1902,Argentina,Gas,0.0
1902,Argentina,Oil,0.0
1902,Argentina,Other Industries,0.0
1902,Armenia,Coal,0.045
1902,Armenia,Gas,0.0
1902,Armenia,Oil,0.331
1902,Armenia,Other Industries,0.0
1902,Asia,Coal,44.425
1902,Asia,Gas,0.0
1902,Asia,Oil,8.999
1902,Asia,Other Industries,0.0
1902,Asia (excl. China & India),Coal,31.38
1902,Asia (excl. China & India),Gas,0.0
1902,Asia (excl. China & India),Oil,7.409
1902,Asia (excl. China & India),Other Industries,0.0
1902,Australia,Coal,11.285
1902,Australia,Gas,0.0
1902,Australia,Oil,0.11
1902,Australia,Other Industries,0.0
1902,Austria,Coal,25.696
1902,Austria,Gas,0.0
1902,Austria,Oil,0.0
1902,Austria,Other Industries,0.0
1902,Azerbaijan,Coal,0.023
1902,Azerbaijan,Gas,0.0
1902,Azerbaijan,Oil,1.053
